Flight Number,Airline,Destination,Class,Price ($),Status,Departure Time
FL5803,Air France,Doha,Economy,52.18,Cancelled,15:53
FL7842,ITA Airways,Dubai,Economy,245.21,On Time,00:39
FL5128,Air France,Berlin,Business,450.46,Delayed,11:08
FL2977,Lufthansa,Paris,Economy,88.94,Cancelled,14:32
FL4667,Kuwait Airways,Kuwait City,Economy,51.39,On Time,01:31
FL8111,Kuwait Airways,Kuwait City,Business,433.34,Delayed,17:30
FL3048,Air France,Dubai,Business,678.72,On Time,21:44
FL6349,Air Algerie,Doha,Economy,84.65,Cancelled,20:38
FL9606,Air Algerie,Paris,First Class,3999.03,Cancelled,04:39
FL2294,ITA Airways,Algiers,Business,494.84,On Time,14:04
FL5928,ITA Airways,Berlin,Business,760.09,Cancelled,21:27
FL9926,Kuwait Airways,Dubai,Economy,190.51,Delayed,01:02
FL3498,Emirates,Kuwait City,First Class,2163.51,On Time,05:08
FL2414,Qatar Airways,Paris,Economy,63.17,Cancelled,22:10
FL7866,Qatar Airways,Paris,Economy,174.59,On Time,23:46
FL7995,Lufthansa,Berlin,First Class,4986.39,Delayed,03:10
FL5507,ITA Airways,Doha,Business,969.03,On Time,07:31
FL9903,Air Algerie,Dubai,First Class,2784.88,On Time,20:49
FL5006,Air Algerie,Algiers,First Class,4515.94,Delayed,01:44
FL7958,Kuwait Airways,Berlin,Economy,171.03,Delayed,11:26
FL4941,Qatar Airways,Algiers,Economy,51.8,Delayed,05:34
FL7766,Air France,Algiers,First Class,3088.08,Cancelled,09:45
FL6660,Air France,New York,Business,417.93,Delayed,23:45
FL2450,Qatar Airways,Rome,Business,629.26,Delayed,01:04
FL2580,Air France,Algiers,First Class,2825.52,Delayed,11:43
FL8452,Qatar Airways,Paris,First Class,3596.62,Delayed,00:07
FL7712,Emirates,Paris,Business,577.51,On Time,08:17
FL9397,Lufthansa,Paris,First Class,4456.03,Cancelled,11:25
FL6242,Lufthansa,Rome,First Class,4438.74,Cancelled,21:51
FL8001,ITA Airways,Doha,First Class,3378.3,Delayed,16:54
FL9332,Qatar Airways,Berlin,First Class,3834.1,Delayed,03:32
FL7204,ITA Airways,New York,First Class,2758.82,On Time,16:53
FL1889,Air France,Algiers,Business,841.5,On Time,10:04
FL9778,Air France,Madrid,Economy,226.83,Cancelled,01:35
FL1528,ITA Airways,Kuwait City,Business,771.63,Cancelled,02:55
FL9601,Kuwait Airways,Paris,Economy,205.73,On Time,13:43
FL9286,Kuwait Airways,Doha,Economy,253.36,On Time,07:36
FL7357,Lufthansa,Rome,Economy,264.2,Cancelled,23:54
FL1119,Emirates,Rome,First Class,2700.85,On Time,01:30
FL2048,Qatar Airways,Dubai,First Class,3366.7,Delayed,20:53
FL1895,Air Algerie,Algiers,Business,482.44,Delayed,01:59
FL1901,Air Algerie,Rome,First Class,2706.7,Delayed,14:03
FL2518,Qatar Airways,Paris,First Class,3168.58,Delayed,23:30
FL3323,Lufthansa,Kuwait City,First Class,3497.14,Delayed,15:35
FL3218,ITA Airways,Rome,Economy,275.01,Cancelled,09:08
FL3147,Emirates,Paris,Economy,98.81,Cancelled,18:24
FL1140,Lufthansa,Madrid,Economy,281.14,Delayed,00:52
FL9833,Lufthansa,Doha,First Class,2924.06,Cancelled,09:22
FL3606,Emirates,Doha,Business,925.27,On Time,14:03
FL9639,Air Algerie,Madrid,Economy,275.3,On Time,16:09
FL7900,ITA Airways,Paris,Economy,78.88,On Time,21:42
FL4975,Air France,Berlin,First Class,3904.77,Delayed,07:04
FL8906,Qatar Airways,Dubai,Economy,213.72,Cancelled,18:30
FL2908,ITA Airways,New York,Business,931.08,Delayed,15:36
FL1982,Air France,New York,First Class,4285.08,Delayed,05:33
FL6379,Lufthansa,Kuwait City,First Class,4628.97,Cancelled,09:16
FL7855,Air Algerie,Kuwait City,Economy,190.09,On Time,07:08
FL7152,Air Algerie,Doha,Business,419.46,On Time,14:43
FL3908,Emirates,Rome,First Class,3694.3,Delayed,16:22
FL6655,Air France,Kuwait City,First Class,4735.03,Cancelled,19:59
FL7993,Air France,Doha,First Class,3998.96,Delayed,14:41
FL8605,Air France,Berlin,First Class,2405.83,On Time,15:13
FL9521,Lufthansa,Kuwait City,Economy,274.59,Cancelled,19:04
FL3353,Lufthansa,Dubai,First Class,1673.88,Cancelled,15:55
FL9567,ITA Airways,Doha,Economy,255.66,Cancelled,09:59
FL6714,Air Algerie,Berlin,First Class,3353.53,On Time,04:39
FL6182,Air Algerie,Berlin,Business,973.24,On Time,08:27
FL3769,Qatar Airways,Madrid,First Class,3028.13,Cancelled,10:38
FL3829,Lufthansa,Madrid,First Class,2708.21,Delayed,05:31
FL7956,Kuwait Airways,Kuwait City,Business,969.38,Cancelled,15:59
FL7498,ITA Airways,Dubai,Economy,184.94,On Time,12:35
FL7827,ITA Airways,Paris,Economy,83.42,Cancelled,21:36
FL6738,Kuwait Airways,Algiers,Economy,177.73,Cancelled,03:48
FL4976,Lufthansa,Berlin,Economy,98.3,Delayed,14:01
FL6907,Air Algerie,Paris,Economy,260.03,On Time,16:09
FL7696,Air Algerie,New York,First Class,4887.47,Delayed,19:17
FL3079,Air France,Kuwait City,Business,492.76,On Time,07:19
FL7100,ITA Airways,Doha,Economy,87.62,On Time,06:03
FL5060,Qatar Airways,Paris,Economy,208.46,Cancelled,08:25
FL1330,Lufthansa,Algiers,Economy,247.04,Delayed,04:05
FL6372,Air France,Berlin,Economy,92.64,Cancelled,22:12
FL3029,ITA Airways,Paris,Economy,157.72,Cancelled,12:33
FL3076,Air France,Kuwait City,First Class,3400.39,Delayed,17:00
FL7998,Emirates,Madrid,Economy,211.87,Delayed,07:53
FL9639,Air France,Paris,Business,481.89,On Time,09:41
FL5611,Emirates,New York,Business,949.86,Delayed,04:59
FL7837,Lufthansa,Rome,Business,633.85,Delayed,05:31
FL5447,ITA Airways,Rome,First Class,4962.59,On Time,13:10
FL4386,Kuwait Airways,Kuwait City,First Class,2745.28,Cancelled,12:27
FL5136,Kuwait Airways,Paris,First Class,4463.65,Cancelled,13:16
FL1022,Qatar Airways,Madrid,First Class,2396.6,Delayed,23:10
FL9563,Air Algerie,Doha,Business,496.06,On Time,03:15
FL9495,Air France,Berlin,Business,882.61,Delayed,12:10
FL9084,Emirates,New York,Economy,195.96,Delayed,16:37
FL8397,Air France,Rome,Business,607.25,Cancelled,23:54
FL5208,Air France,Paris,Economy,73.03,Delayed,11:15
FL6006,Air Algerie,Dubai,First Class,2442.96,On Time,13:36
FL4010,ITA Airways,Dubai,Business,633.03,Delayed,10:12
FL6097,Emirates,Paris,First Class,4698.31,On Time,12:30
FL9591,Lufthansa,Berlin,Economy,211.64,On Time,12:33
FL6577,Air France,Dubai,First Class,2252.71,Cancelled,19:00
FL7750,Air France,Madrid,Economy,226.26,Cancelled,23:03
FL2995,Emirates,Kuwait City,Business,667.48,On Time,10:52
FL5277,Air France,Dubai,Business,755.73,On Time,03:21
FL4829,Kuwait Airways,Rome,Business,552.74,Cancelled,10:20
FL9125,Air Algerie,Paris,Business,696.69,Cancelled,20:11
FL4566,Qatar Airways,Kuwait City,Economy,74.92,Delayed,10:47
FL8024,ITA Airways,Madrid,Business,943.88,Cancelled,00:07
FL6033,ITA Airways,Algiers,First Class,1585.11,Delayed,05:46
FL6443,Air France,Dubai,Economy,64.89,Delayed,15:38
FL7369,Kuwait Airways,Kuwait City,Business,916.87,Delayed,07:26
FL7150,Kuwait Airways,New York,Economy,148.67,Cancelled,20:21
FL7762,Emirates,Kuwait City,Economy,114.99,Cancelled,19:45
FL3781,Kuwait Airways,Algiers,First Class,2928.1,On Time,20:25
FL6374,Kuwait Airways,Berlin,First Class,2094.81,Cancelled,10:55
FL7215,Kuwait Airways,Algiers,Economy,86.52,On Time,16:11
FL4858,Qatar Airways,Algiers,Economy,253.69,Delayed,02:13
FL4992,Air France,Kuwait City,Business,629.7,Cancelled,18:16
FL9104,Emirates,Paris,First Class,2521.69,Cancelled,00:20
FL1383,Lufthansa,Rome,First Class,1616.1,Delayed,04:49
FL2264,Kuwait Airways,Madrid,Economy,109.55,On Time,03:15
FL3606,Air Algerie,Doha,First Class,3427.8,Delayed,16:52
FL5868,Air Algerie,Dubai,Economy,82.94,Cancelled,18:59
FL7702,ITA Airways,Madrid,Economy,148.28,On Time,05:09
FL8955,Lufthansa,Rome,First Class,2578.82,Cancelled,21:44
FL3081,Qatar Airways,New York,Economy,119.68,Cancelled,12:19
FL2903,Air Algerie,Dubai,Business,474.68,On Time,10:01
FL7462,ITA Airways,Dubai,Business,692.94,Cancelled,02:17
FL3096,Qatar Airways,Rome,Economy,182.71,Delayed,07:40
FL1953,Air Algerie,Algiers,Business,716.77,Delayed,11:39
FL5182,Air Algerie,New York,Economy,229.46,Cancelled,14:08
FL7089,Kuwait Airways,Rome,Economy,162.17,Delayed,23:55
FL6483,ITA Airways,Kuwait City,Business,714.21,Cancelled,21:45
FL8745,ITA Airways,Berlin,Business,798.65,On Time,22:46
FL3091,Air Algerie,Rome,Economy,277.33,On Time,10:29
FL7079,ITA Airways,Algiers,Business,828.99,Delayed,08:09
FL1865,Qatar Airways,Rome,Business,914.29,Delayed,16:50
FL9947,Air France,Dubai,Economy,186.55,On Time,09:21
FL1226,Emirates,Madrid,Economy,125.3,On Time,18:40
FL6726,ITA Airways,Dubai,First Class,4891.87,On Time,20:14
FL7410,Lufthansa,Rome,Economy,119.44,On Time,00:42
FL4597,Qatar Airways,New York,First Class,2009.03,Cancelled,23:08
FL2956,Emirates,Dubai,Economy,143.52,On Time,10:34
FL4684,ITA Airways,Dubai,Economy,104.16,On Time,15:44
FL7392,Qatar Airways,New York,Business,954.07,Delayed,14:21
FL7499,Lufthansa,Algiers,Economy,105.95,Cancelled,23:21
FL4499,Air France,Rome,Economy,175.06,On Time,02:35
FL3266,Lufthansa,Kuwait City,First Class,2149.54,Cancelled,15:24
FL2722,Air France,Algiers,Business,641.77,Delayed,10:06
FL3706,ITA Airways,Berlin,First Class,1687.29,Cancelled,10:17
FL7850,Emirates,Berlin,First Class,3112.54,Cancelled,21:27
FL3325,ITA Airways,Kuwait City,Economy,101.38,Cancelled,17:12
FL5469,ITA Airways,Berlin,First Class,4377.27,Delayed,03:39
FL9206,Lufthansa,Paris,Economy,198.62,Cancelled,23:56
FL2389,Lufthansa,Doha,Economy,161.85,On Time,15:47
FL6752,Qatar Airways,Berlin,Business,948.17,On Time,11:37
FL6331,Kuwait Airways,Doha,Business,998.79,On Time,10:43
FL8156,Kuwait Airways,Berlin,First Class,4022.31,Delayed,03:58
FL8090,Lufthansa,Dubai,Economy,295.39,On Time,03:20
FL1215,Air Algerie,New York,Business,561.56,On Time,03:30
FL7051,ITA Airways,Rome,Business,430.85,Delayed,00:44
FL1339,Lufthansa,Dubai,Economy,74.22,Delayed,12:40
FL7372,Qatar Airways,Rome,First Class,1593.87,Cancelled,04:59
FL8091,Lufthansa,Rome,Business,907.59,On Time,09:11
FL3420,Qatar Airways,New York,Economy,154.57,On Time,21:01
FL3677,Lufthansa,New York,Business,893.27,Delayed,03:04
FL4893,Qatar Airways,New York,Business,748.65,Delayed,12:02
FL8679,Air Algerie,Algiers,Business,479.05,On Time,20:39
FL3815,ITA Airways,Kuwait City,First Class,1999.53,Cancelled,16:09
FL8420,Kuwait Airways,Rome,Business,989.78,Delayed,17:42
FL8778,Emirates,Doha,Business,564.98,Cancelled,07:14
FL9519,Lufthansa,Madrid,Economy,65.25,Cancelled,06:43
FL2313,Kuwait Airways,Dubai,Business,499.49,Cancelled,08:15
FL2568,Kuwait Airways,Berlin,First Class,2675.75,Delayed,02:10
FL4156,Air France,Kuwait City,First Class,1731.61,Cancelled,07:04
FL2814,Air France,Algiers,First Class,4442.85,Delayed,17:45
FL8335,Emirates,Doha,Business,749.06,Cancelled,16:00
FL1997,Kuwait Airways,Rome,Business,822.79,Delayed,22:37
FL5546,ITA Airways,Algiers,Business,911.59,Cancelled,04:51
FL2946,Kuwait Airways,Doha,Business,564.77,Delayed,06:20
FL5061,Air Algerie,New York,Economy,287.47,On Time,10:27
FL6806,Kuwait Airways,Doha,First Class,2925.37,Delayed,15:15
FL7953,Kuwait Airways,Madrid,First Class,4428.52,Cancelled,11:20
FL4390,Lufthansa,New York,First Class,1678.45,Cancelled,04:24
FL9251,Air Algerie,New York,Business,434.21,Cancelled,03:57
FL7593,Kuwait Airways,Kuwait City,First Class,1532.47,On Time,03:11
FL6746,ITA Airways,Algiers,Economy,281.15,Cancelled,22:50
FL5814,Qatar Airways,Rome,Business,468.26,Delayed,17:28
FL1193,ITA Airways,Algiers,Economy,277.87,Cancelled,08:07
FL5520,Lufthansa,New York,Business,800.59,Cancelled,03:19
FL3054,Kuwait Airways,New York,Business,824.85,Cancelled,02:51
FL5774,Lufthansa,Doha,First Class,4966.43,On Time,21:31
FL1506,Air France,Kuwait City,First Class,4279.32,On Time,13:20
FL4105,Air France,Dubai,Business,963.6,Cancelled,08:04
FL1255,Air Algerie,Algiers,Business,721.05,Delayed,21:25
FL2109,Lufthansa,Doha,Business,728.69,Delayed,00:08
FL6193,Emirates,Berlin,First Class,1610.51,Cancelled,20:31
FL9194,Emirates,Berlin,First Class,2128.7,Cancelled,14:59
FL5011,Emirates,Doha,Business,851.82,Delayed,11:30
FL7663,Emirates,Dubai,First Class,4655.0,Cancelled,20:51
FL7693,Air France,Doha,First Class,2717.17,Cancelled,08:22
FL4660,ITA Airways,Paris,First Class,4014.59,On Time,20:09
FL9364,Qatar Airways,Berlin,Business,762.87,Cancelled,11:36
FL6873,Air France,Kuwait City,First Class,1713.72,Delayed,14:50
FL2691,Air Algerie,Dubai,Economy,75.84,Delayed,18:37
FL7717,Air Algerie,Algiers,Business,900.41,Delayed,02:40
FL3615,Emirates,Doha,Economy,134.32,Cancelled,20:35
FL8371,Emirates,Madrid,Business,655.85,Delayed,10:05
FL7650,ITA Airways,New York,First Class,1494.36,Delayed,10:55
FL8281,Emirates,Rome,Economy,221.06,Delayed,09:52
FL7173,Emirates,Dubai,First Class,3516.63,On Time,15:59
FL3576,Air Algerie,Algiers,Economy,187.5,Delayed,10:56
FL5256,Air Algerie,Dubai,Economy,172.34,Cancelled,00:24
FL1256,Air Algerie,Rome,First Class,2459.3,Cancelled,14:46
FL9263,Kuwait Airways,New York,Economy,60.48,Delayed,11:44
FL4551,Air France,Berlin,First Class,3942.97,On Time,23:57
FL4825,Emirates,Berlin,First Class,3040.86,On Time,20:13
FL3084,Lufthansa,Kuwait City,Business,744.96,On Time,19:11
FL7483,Qatar Airways,Berlin,First Class,1842.05,Delayed,18:09
FL6912,Air Algerie,Algiers,Business,864.41,Delayed,20:49
FL1600,Emirates,Madrid,Economy,96.98,On Time,16:12
FL8876,Air Algerie,Algiers,Business,469.62,On Time,05:08
FL2950,Qatar Airways,Kuwait City,First Class,1797.97,Cancelled,05:25
FL2092,Air Algerie,Kuwait City,Economy,258.46,Cancelled,22:23
FL9612,Air France,Kuwait City,Economy,170.37,On Time,08:10
FL2535,Air France,Kuwait City,Economy,112.75,Delayed,04:49
FL4957,Qatar Airways,Berlin,Economy,256.94,Delayed,06:42
FL6351,Lufthansa,Kuwait City,Economy,294.13,On Time,15:27
FL6843,Lufthansa,Dubai,Economy,80.07,On Time,15:13
FL8873,Air France,Berlin,Economy,260.58,On Time,21:30
FL2880,Kuwait Airways,New York,First Class,3170.59,Cancelled,16:26
FL9565,Emirates,Paris,First Class,1881.27,On Time,23:24
FL9615,Air France,Algiers,Economy,197.8,On Time,23:28
FL6339,Air France,Berlin,First Class,3959.98,Cancelled,04:02
FL4261,Air Algerie,Algiers,Business,575.0,On Time,22:08
FL9091,Lufthansa,Dubai,Economy,289.44,Cancelled,17:41
FL3916,Lufthansa,Berlin,Business,511.66,Cancelled,03:34
FL2004,ITA Airways,Kuwait City,Economy,276.2,Cancelled,08:34
FL8312,Lufthansa,Doha,First Class,1903.75,Delayed,15:30
FL5476,Qatar Airways,Paris,First Class,2552.78,On Time,07:21
FL1860,Qatar Airways,Rome,Business,848.98,Delayed,07:23
FL3358,Emirates,Dubai,Business,693.87,On Time,13:12
FL9680,Emirates,Doha,First Class,4192.76,On Time,06:21
FL2628,Air Algerie,Berlin,Business,613.42,On Time,22:19
FL9976,Air France,Dubai,Economy,76.07,Delayed,16:56
FL4277,Air Algerie,Madrid,Business,668.96,Cancelled,12:35
FL3618,Air France,Madrid,First Class,3340.51,On Time,09:35
FL4959,ITA Airways,Dubai,Business,618.51,Delayed,08:59
FL1636,Lufthansa,Rome,Economy,126.18,Delayed,00:31
FL9753,Qatar Airways,Doha,Economy,151.24,On Time,01:34
FL2310,Lufthansa,Berlin,First Class,2219.2,Delayed,17:11
FL9920,Qatar Airways,Doha,First Class,1337.71,Cancelled,21:54
FL1234,ITA Airways,Dubai,Economy,267.05,On Time,22:23
FL3303,Qatar Airways,Kuwait City,Economy,153.75,On Time,09:09
FL2509,Air Algerie,Algiers,Economy,123.09,Cancelled,02:39
FL6894,Air Algerie,Madrid,First Class,4929.36,Delayed,15:49
FL7988,ITA Airways,Dubai,Business,803.36,On Time,19:37
FL2595,ITA Airways,Rome,Business,648.59,Delayed,13:26
FL8506,Kuwait Airways,New York,First Class,4068.88,Delayed,15:34
FL8647,Air Algerie,Doha,First Class,3433.1,Delayed,14:13
FL8589,Qatar Airways,Doha,Business,730.89,Delayed,10:30
FL7294,Qatar Airways,Berlin,First Class,2998.38,On Time,07:28
FL6173,Kuwait Airways,Algiers,Economy,235.73,Cancelled,19:06
FL8300,Qatar Airways,Rome,Business,704.93,Cancelled,23:40
FL6625,Emirates,Paris,Business,778.82,On Time,02:11
FL2091,Emirates,Dubai,Business,717.05,On Time,18:44
FL1675,ITA Airways,Dubai,Economy,170.73,Delayed,01:35
FL7285,Qatar Airways,Dubai,Economy,187.87,Delayed,05:19
FL7587,Lufthansa,Dubai,Economy,208.26,Cancelled,01:57
FL7308,Qatar Airways,Rome,Economy,230.11,Cancelled,23:43
FL6458,Qatar Airways,Kuwait City,First Class,3390.3,On Time,14:10
FL1071,Air Algerie,Paris,First Class,4828.44,Cancelled,01:50
FL9735,Emirates,Berlin,Business,676.82,Delayed,10:22
FL2428,Qatar Airways,Dubai,Economy,75.87,Cancelled,23:22
FL9941,Air Algerie,New York,Business,872.01,Delayed,17:43
FL3515,Air France,Kuwait City,Business,702.57,Delayed,04:56
FL6332,Kuwait Airways,Rome,Business,516.57,Delayed,19:21
FL6647,ITA Airways,Berlin,Business,459.47,Delayed,13:52
FL3797,Air France,Kuwait City,Business,676.6,Delayed,20:59
FL8064,Air France,Kuwait City,Business,944.88,On Time,23:07
FL5723,Kuwait Airways,New York,First Class,2277.48,On Time,17:33
FL2743,Emirates,Berlin,Business,982.99,On Time,09:34
FL9077,Emirates,Madrid,Business,411.51,On Time,11:40
FL7238,Air Algerie,Algiers,First Class,3493.33,On Time,16:19
FL5540,Emirates,Dubai,Economy,129.83,Delayed,05:56
FL2836,Emirates,New York,Economy,195.33,On Time,22:23
FL7679,ITA Airways,Algiers,First Class,1907.99,Delayed,05:13
FL1241,Air Algerie,Rome,Business,631.21,On Time,07:04
FL7600,Kuwait Airways,Paris,Business,682.59,Delayed,01:08
FL3558,Air France,Paris,Business,726.44,On Time,05:39
FL7598,Kuwait Airways,Berlin,Business,846.05,On Time,02:59
FL3261,Kuwait Airways,New York,Business,831.4,On Time,13:27
FL4035,Air France,Rome,First Class,1533.47,On Time,19:32
FL2370,Emirates,Paris,Business,597.41,Delayed,13:17
FL6676,Kuwait Airways,Rome,First Class,3633.92,On Time,09:19
FL3463,Air Algerie,Madrid,First Class,3644.06,Delayed,16:34
FL6183,Air Algerie,Paris,Economy,195.35,Cancelled,21:13
FL8455,Emirates,Dubai,First Class,2514.5,On Time,07:30
FL3488,Qatar Airways,Kuwait City,First Class,4272.67,On Time,15:41
FL2725,Kuwait Airways,Kuwait City,Economy,135.4,Delayed,16:50
FL5168,Emirates,Algiers,Business,785.69,Delayed,04:02
FL2851,Kuwait Airways,Paris,Business,673.67,On Time,20:55
FL6620,Kuwait Airways,Berlin,First Class,1782.51,On Time,04:16
FL9865,Air France,Madrid,Economy,279.18,Delayed,00:05
FL7252,Kuwait Airways,Berlin,Business,915.43,Delayed,15:57
FL3264,Air France,Algiers,Economy,263.78,On Time,06:15
FL6378,Air Algerie,Algiers,Economy,226.13,On Time,01:33
FL8625,Air Algerie,Paris,First Class,4598.41,On Time,11:58
FL5731,ITA Airways,Rome,Business,600.34,Cancelled,11:43
FL6877,Qatar Airways,Algiers,Business,935.38,Delayed,04:23
FL1121,Air France,Kuwait City,Business,912.74,Delayed,11:59
FL9947,Air France,Madrid,Economy,216.66,Cancelled,01:53
FL4411,Emirates,Dubai,Economy,229.9,Delayed,05:59
FL3303,Air Algerie,New York,First Class,3470.63,Cancelled,11:21
FL9571,Kuwait Airways,Dubai,First Class,4729.05,Delayed,00:19
FL1518,Kuwait Airways,New York,Business,445.84,Cancelled,19:09
FL3524,Air France,Rome,Business,775.1,On Time,21:05
FL8762,Lufthansa,Paris,Economy,214.21,Cancelled,22:05
FL2937,Lufthansa,Algiers,Business,506.46,On Time,19:14
FL6066,Emirates,Rome,Economy,205.45,Cancelled,22:27
FL4988,Emirates,Dubai,First Class,3099.16,On Time,10:32
FL1846,Kuwait Airways,Rome,Economy,73.86,On Time,07:08
FL8193,Kuwait Airways,Rome,Economy,157.35,On Time,21:55
FL2876,Emirates,Paris,Business,486.66,Cancelled,12:27
FL9313,ITA Airways,Paris,Economy,224.48,Cancelled,04:27
FL7164,Emirates,Kuwait City,Business,421.43,On Time,05:50
FL2386,Air France,Berlin,Business,486.37,On Time,04:05
FL6491,Qatar Airways,Paris,First Class,1839.4,Cancelled,22:50
FL7153,Emirates,Berlin,Business,654.9,Delayed,03:41
FL3675,Kuwait Airways,Kuwait City,First Class,2502.86,Cancelled,21:48
FL1338,ITA Airways,New York,First Class,4859.47,On Time,02:07
FL2401,Emirates,Doha,First Class,3300.57,On Time,15:32
FL8438,Kuwait Airways,New York,Economy,124.41,Delayed,08:39
FL4131,Qatar Airways,Dubai,Economy,281.13,Cancelled,04:16
FL8746,Air Algerie,Dubai,Business,523.36,Delayed,20:10
FL5386,ITA Airways,New York,Economy,278.59,On Time,13:42
FL6975,Air France,New York,First Class,1415.29,On Time,10:37
FL6996,Kuwait Airways,Algiers,First Class,3554.93,On Time,13:23
FL6733,Qatar Airways,Madrid,Economy,298.61,Delayed,15:56
FL8706,Air France,Algiers,First Class,4317.6,On Time,16:28
FL2577,Air France,Rome,Economy,262.78,Cancelled,22:50
FL7770,ITA Airways,Berlin,Economy,193.35,Cancelled,06:13
FL5966,Air France,New York,Economy,208.06,On Time,03:04
FL2636,Qatar Airways,Doha,Economy,146.08,Cancelled,23:51
FL1752,Kuwait Airways,Paris,Business,567.84,Delayed,05:06
FL7562,Qatar Airways,Berlin,First Class,1677.32,Delayed,18:46
FL9220,Lufthansa,New York,Business,414.1,Delayed,00:45
FL7075,Lufthansa,Doha,Business,763.94,Cancelled,06:00
FL5151,Air France,Doha,First Class,3538.32,Delayed,08:55
FL7394,Emirates,Doha,Economy,171.18,Delayed,21:50
FL8465,Air Algerie,Doha,Business,948.35,Cancelled,17:46
FL9903,Kuwait Airways,Madrid,Economy,173.34,On Time,17:34
FL5230,Emirates,New York,First Class,1468.41,On Time,06:02
FL1171,Air Algerie,Paris,Business,981.68,On Time,16:23
FL1707,Kuwait Airways,Paris,First Class,4248.05,On Time,10:14
FL7748,Qatar Airways,New York,Business,542.22,On Time,03:05
FL6967,Kuwait Airways,Rome,Economy,96.73,Delayed,03:18
FL3995,Kuwait Airways,New York,Economy,130.55,Cancelled,19:20
FL3509,Air France,Madrid,First Class,1247.64,On Time,20:13
FL4366,ITA Airways,Berlin,First Class,2829.56,Delayed,05:46
FL9248,Emirates,Kuwait City,Business,876.65,On Time,18:23
FL6430,ITA Airways,Doha,First Class,1612.79,Cancelled,01:26
FL3513,Air Algerie,Doha,First Class,4304.8,Delayed,23:50
FL3861,ITA Airways,Madrid,Economy,101.48,On Time,17:58
